ogr_pkid,parent_ogr_pkid,href,title,nilreason,owns,abstractfeature_tronconvoirie_pkid,abstractfeature_commune_pkid,abstractfeature_affleurantenveloppepcrs_pkid,abstractfeature_habillagelignespcrs_pkid,abstractfeature_masqueopacitepcrs_pkid,abstractfeature_habillageenveloppepcrs_pkid,abstractfeature_habillagepointspcrs_pkid,abstractfeature_habillagesymbolepcrs_pkid,abstractfeature_habillagetextepcrs_pkid,abstractfeature_nomvoiriepcrs_pkid,abstractfeature_numerovoiriepcrs_pkid,abstractfeature_affleurantgeometriquepcrs_pkid,abstractfeature_affleurantlignespcrs_pkid,abstractfeature_affleurantpointpcrs_pkid,abstractfeature_pointlevepcrs_pkid,abstractfeature_affleurantsymbolepcrs_pkid,abstractfeature_affleurantpcrs_pkid,abstractfeature_arbrepcrs_pkid,abstractfeature_facadepcrs_pkid,abstractfeature_limitevoiriepcrs_pkid,abstractfeature_marcheescalierpcrs_pkid,abstractfeature_murpcrs_pkid,abstractfeature_objetgeneriquepcrs_pkid,abstractfeature_pilepontpcrs_pkid,abstractfeature_pilierparticulierpcrs_pkid,abstractfeature_pilierregulierpcrs_pkid,abstractfeature_pointcanevaspcrs_pkid,abstractfeature_proeminencebatipcrs_pkid,abstractfeature_quaifluviomaritimepcrs_pkid,abstractfeature_quairailpcrs_pkid,abstractfeature_railpcrs_pkid,abstractfeature_seuilpcrs_pkid,abstractfeature_empriseechangepcrs_pkid,abstractfeature_rasterpcrs_pkid,abstractfeature_plancorpsruesimplifie_pkid,abstractfeature_emprisedisponibilitepcrs_pkid,abstractfeature_initiativepcrs_pkid,abstractfeature_dynamicfeature_pkid,abstractfeature_dynamicfeaturecollection_pkid,abstractfeature_multipointcoverage_pkid,abstractfeature_multicurvecoverage_pkid,abstractfeature_multisurfacecoverage_pkid,abstractfeature_multisolidcoverage_pkid,abstractfeature_gridcoverage_pkid,abstractfeature_rectifiedgridcoverage_pkid,abstractfeature_observation_pkid,abstractfeature_directedobservation_pkid,abstractfeature_directedobservationatdistance_pkid
A8630F53778683B82234EC0592F9D0DF_PlanCorpsRueSimplifie_1_featureMember_1,A8630F53778683B82234EC0592F9D0DF_PlanCorpsRueSimplifie_1,,,,0,,,A8630F53778683B82234EC0592F9D0DF_AffleurantEnveloppePCRS_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
