WKT,ogr_pkid,id,description_href,description_title,description_nilreason,description,descriptionreference_href,descriptionreference_title,descriptionreference_nilreason,identifier_codespace,identifier,location_location_pkid,geometrie_href,geometrie_title,geometrie_nilreason
"POLYGON Z ((1372074.89354568 6205942.4974615 40.4258117361937,1372074.55352024 6205942.4356387 40.4258117361937,1372074.50715313 6205942.69065778 40.4258117361937,1372074.84717857 6205942.75248059 40.4258117361937,1372074.89354568 6205942.4974615 40.4258117361937))",A8630F53778683B82234EC0592F9D0DF_AffleurantEnveloppePCRS_1,GEOMETRIE.ENV.AffleurantEnveloppePCRS.857590,,,,,,,,,,,,,
