WKT,ogr_pkid,id,description_href,description_title,description_nilreason,description,descriptionreference_href,descriptionreference_title,descriptionreference_nilreason,identifier_codespace,identifier,location_location_pkid,geometrie_href,geometrie_title,geometrie_nilreason
"POLYGON Z ((0.0 1372074.89354568 1372074.89354568,1372074.89354568 1372074.55352024 1372074.55352024,1372074.55352024 1372074.50715313 1372074.50715313,1372074.50715313 1372074.84717857 1372074.84717857,1372074.84717857 1372074.89354568 1372074.89354568,1372074.89354568 0.0 0))",8A33C1A36BDD9D035AA715CBDA84FBCF_AffleurantEnveloppePCRS_1,GEOMETRIE.ENV.AffleurantEnveloppePCRS.857590,,,,,,,,,,,,,
